año,Importe del contrato,Código del contrato,Proveedor o contratista,Siglas de la Institución,producto,Número del procedimiento,Descripción 3,Tipo de contratación,dia,Fecha de inicio del contrato
2023,1582500.0,C-2023-00065980,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Consumibles,LA-50-GYR-050GYR059-T-79-2023,,Adquisiciones,25-12-2023,2023-06-06
2023,710725.0,C-2023-00160569,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR059-T-155-2023,,Adquisiciones,25-12-2023,2023-11-29
2023,89620.0,C-2023-00029344,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR059-I-65-2023,,Adquisiciones,25-12-2023,2023-04-05
2023,176653.8,C-2023-00019714,BIOMERIEUX MEXICO SA DE CV,INCMNSZ,Servicios,AA-12-NCG-012NCG001-N-125-2023,,Servicios,25-12-2023,2023-04-01
2023,143550.0,C-2023-00029316,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR059-I-65-2023,,Adquisiciones,25-12-2023,2023-04-05
2023,6400.0,C-2023-00029324,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR059-I-65-2023,,Adquisiciones,25-12-2023,2023-04-05
2023,358480.0,C-2023-00029319,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR059-I-65-2023,,Adquisiciones,25-12-2023,2023-04-05
2023,749950.0,C-2023-00029328,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR059-I-65-2023,,Adquisiciones,25-12-2023,2023-04-05
2023,64000.0,C-2023-00029314,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR059-I-65-2023,,Adquisiciones,25-12-2023,2023-04-05
2023,139651.2,C-2023-00020784,AURORA ESCAMILLA ZENTENO,IMSS,Consumibles,AA-50-GYR-050GYR022-T-56-2023,,Adquisiciones,25-12-2023,2023-03-22
2023,857049.6,C-2023-00029339,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR059-I-65-2023,,Adquisiciones,25-12-2023,2023-04-05
2023,35208.7,C-2023-00045614,MERCK SA DE CV,INCMNSZ,Sistemas,AA-12-NCG-012NCG001-N-220-2023,,Adquisiciones,25-12-2023,2023-05-02
2023,519996.0,C-2023-00029313,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR059-I-65-2023,,Adquisiciones,25-12-2023,2023-04-05
2023,3808.0,C-2023-00066030,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Consumibles,LA-50-GYR-050GYR059-T-79-2023,,Adquisiciones,25-12-2023,2023-06-06
2023,38512.0,C-2023-00040335,MERCK SA DE CV,IPICYT,Servicios,AA-38-91W-03891W001-N-83-2023,,Adquisiciones,25-12-2023,2023-05-15
2023,128912.0,C-2023-00155962,MERCK SA DE CV,HIM,Servicios,AA-12-NBG-012NBG003-N-533-2023,,Adquisiciones,25-12-2023,2023-10-13
2023,88292.05,C-2023-00045621,MERCK SA DE CV,INCMNSZ,Servicios,AA-12-NCG-012NCG001-N-222-2023,,Adquisiciones,25-12-2023,2023-05-02
2023,67699.0,C-2023-00099803,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Mobiliario,AA-50-GYR-050GYR059-T-108-2023,,Adquisiciones,25-12-2023,2023-08-22
2023,136870.4,C-2023-00085999,MERCK SA DE CV,INMEGEN,Servicios,AA-12-NCH-012NCH001-N-81-2023,,Servicios,25-12-2023,2023-07-24
2023,519476.63,C-2023-00033752,BIOMERIEUX MEXICO SA DE CV,SENASICA,Servicios,AA-08-B00-008B00001-N-49-2023,,Servicios,25-12-2023,2023-03-24
2023,2844768.8,C-2023-00160572,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR059-T-155-2023,,Adquisiciones,25-12-2023,2023-11-29
2023,51484.0,C-2023-00054867,MERCK SA DE CV,INMEGEN,Servicios,AA-12-NCH-012NCH001-N-58-2023,,Adquisiciones,25-12-2023,2023-05-25
2023,630000.0,C-2023-00039486,MERCK SA DE CV,INR,Servicios,AA-12-NDF-012NDF999-N-237-2023,,Servicios,25-12-2023,2023-01-01
2023,78730.0,C-2023-00007902,MERCK SA DE CV,CINVESTAV,Servicios,AA-11-L4J-011L4J995-N-39-2023,,Servicios,25-12-2023,2023-02-23
2023,46922.4,C-2023-00045618,MERCK SA DE CV,INCMNSZ,Lamparas,AA-12-NCG-012NCG001-N-221-2023,,Adquisiciones,25-12-2023,2023-05-02
2023,221075.22,C-2023-00122980,MERCK SA DE CV,COLPOS,Servicios,AA-08-IZC-008IZC999-N-272-2023,,Servicios,25-12-2023,2023-10-10
2023,953166.0,C-2023-00088268,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR045-T-219-2023,,Adquisiciones,25-12-2023,2023-07-27
2023,89620.0,C-2023-00029331,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR059-I-65-2023,,Adquisiciones,25-12-2023,2023-04-05
2023,49088.4,C-2023-00045606,MERCK SA DE CV,INCMNSZ,Consumibles,AA-12-NCG-012NCG001-N-219-2023,,Adquisiciones,25-12-2023,2023-05-02
2023,2475343.12,C-2023-00065966,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Consumibles,LA-50-GYR-050GYR059-T-79-2023,,Adquisiciones,25-12-2023,2023-06-06
2023,252252.3,C-2023-00069136,MERCK SA DE CV,CINVESTAV,Servicios,AA-11-L4J-011L4J995-N-253-2023,,Adquisiciones,25-12-2023,2023-06-21
2023,47760.3,C-2023-00045607,MERCK SA DE CV,INCMNSZ,Servicios,AA-12-NCG-012NCG001-N-218-2023,,Adquisiciones,25-12-2023,2023-05-02
2023,73119.6,C-2023-00045698,MERCK SA DE CV,INCMNSZ,Accesorios,AA-12-NCG-012NCG001-N-224-2023,,Adquisiciones,25-12-2023,2023-05-03
2023,1499999.0,C-2023-00106959,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Instrumental quirurgico,LA-50-GYR-050GYR059-T-111-2023,,Adquisiciones,25-12-2023,2023-09-04
2023,89620.0,C-2023-00029341,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR059-I-65-2023,,Adquisiciones,25-12-2023,2023-04-05
2023,202909.0,C-2023-00092552,MERCK SA DE CV,BIRMEX,Servicios,AA-12-NEF-012NEF001-N-41-2023,,Servicios,25-12-2023,2023-08-01
2023,47760.3,C-2023-00045600,MERCK SA DE CV,INCMNSZ,Servicios,AA-12-NCG-012NCG001-N-217-2023,,Adquisiciones,25-12-2023,2023-05-02
2023,45053.75,C-2023-00045597,MERCK SA DE CV,INCMNSZ,Accesorios,AA-12-NCG-012NCG001-N-215-2023,,Adquisiciones,25-12-2023,2023-05-02
2023,216475.2,C-2023-00065945,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Consumibles,LA-50-GYR-050GYR059-T-79-2023,,Adquisiciones,25-12-2023,2023-06-06
2023,219780.0,C-2023-00029343,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR059-I-65-2023,,Adquisiciones,25-12-2023,2023-04-05
2023,72492.6,C-2023-00045701,MERCK SA DE CV,INCMNSZ,Consumibles,AA-12-NCG-012NCG001-N-226-2023,,Adquisiciones,25-12-2023,2023-05-03
2023,130430.25,C-2023-00045708,MERCK SA DE CV,INCMNSZ,Accesorios,AA-12-NCG-012NCG001-N-228-2023,,Adquisiciones,25-12-2023,2023-05-03
2023,162619.02,C-2023-00045599,MERCK SA DE CV,INCMNSZ,Consumibles,AA-12-NCG-012NCG001-N-216-2023,,Adquisiciones,25-12-2023,2023-05-02
2023,4320213.26,C-2023-00065951,CONTINENTAL MEXICANA DE PRODUCTOS SA DE CV,IMSS,Consumibles,LA-50-GYR-050GYR059-T-79-2023,,Adquisiciones,25-12-2023,2023-06-06
2023,9021.04,C-2023-00123176,MERCK SA DE CV,INMEGEN,Servicios,AA-12-NCH-012NCH001-N-145-2023,,Adquisiciones,25-12-2023,2023-10-04
2023,48313.2,C-2023-00045640,MERCK SA DE CV,INCMNSZ,Consumibles,AA-12-NCG-012NCG001-N-223-2023,,Adquisiciones,25-12-2023,2023-05-02
2023,52623.12,C-2023-00045706,MERCK SA DE CV,INCMNSZ,Consumibles,AA-12-NCG-012NCG001-N-227-2023,,Adquisiciones,25-12-2023,2023-05-03
2023,9250.0,C-2023-00084242,ESCALA BIOMEDICA SA DE CV,INSABI,Instrumental medico,AA-12-M7B-012M7B997-I-17-2023,,Adquisiciones,25-12-2023,2023-02-01
2023,497000.0,C-2023-00142187,ESPECTRO BIOMEDICO SA DE CV,IMSS,Servicios,IA-50-GYR-050GYR046-N-153-2023,,Servicios,25-12-2023,2023-11-08
2023,750000.0,C-2023-00129656,EQUIPOS BIOMEDICOS PROFESIONALES SA DE CV,IMSS,,LA-50-GYR-050GYR028-T-157-2023,,Adquisiciones,25-12-2023,2023-10-09
2023,87000.0,C-2023-00045566,EQUIPOS BIOMEDICOS PROFESIONALES SA DE CV,SEDENA,Instrumental quirurgico,LA-07-110-007000999-T-209-2023,,Adquisiciones,25-12-2023,2023-05-24
2023,74900.0,C-2023-00098047,EQUIPOS BIOMEDICOS PROFESIONALES SA DE CV,SEDENA,Construccion,LA-07-110-007000999-T-486-2023,,Adquisiciones,25-12-2023,2023-08-25
2023,1676000.0,C-2023-00121767,EQUIPOS BIOMEDICOS PROFESIONALES SA DE CV,IMSS,,AA-50-GYR-050GYR005-T-296-2023,,Adquisiciones,25-12-2023,2023-10-23
2023,1062900.0,C-2023-00101276,EQUIPOS BIOMEDICOS PROFESIONALES SA DE CV,INSABI,Instrumental medico,LA-12-M7B-012M7B997-I-98-2023,,Adquisiciones,25-12-2023,2023-08-31
2023,1155000.0,C-2023-00037451,EQUIPOS BIOMEDICOS PROFESIONALES SA DE CV,SEDENA,Esterilizador,LA-07-110-007000999-T-126-2023,,Adquisiciones,25-12-2023,2023-05-03
2023,3089040.0,C-2023-00085357,PROMEDICA GARCIA SA DE CV,IMSS,Desfibrilador,AA-50-GYR-050GYR020-T-159-2023,,Adquisiciones,25-12-2023,2023-08-02
2023,60900.0,C-2023-00155231,PROMEDICA GARCIA SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR020-T-265-2023,,Adquisiciones,25-12-2023,2023-11-27
2023,1896194.0,C-2023-00129717,EQUIPOS Y BIENES TERAPEUTICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR063-N-111-2023,,Adquisiciones,25-12-2023,2023-10-18
2023,1607.57,C-2023-00150827,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR045-T-359-2023,,Adquisiciones,25-12-2023,2023-11-15
2023,2786000.0,C-2023-00129694,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,,LA-50-GYR-050GYR002-T-210-2023,,Adquisiciones,25-12-2023,2023-10-18
2023,202485.0,C-2023-00150614,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Servicios,IA-50-GYR-050GYR012-N-339-2023,,Servicios,25-12-2023,2023-11-28
2023,55606.2,C-2023-00005886,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR022-T-10-2023,,Adquisiciones,25-12-2023,2023-01-27
2023,66700.0,C-2023-00104927,PROMEDICA GARCIA SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR020-T-188-2023,,Adquisiciones,25-12-2023,2023-09-08
2023,322740.0,C-2023-00103594,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,651400.71,C-2023-00150826,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR045-T-359-2023,,Adquisiciones,25-12-2023,2023-11-15
2023,99000.0,C-2023-00082110,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,,AA-50-GYR-050GYR016-T-218-2023,,Adquisiciones,25-12-2023,2023-07-28
2023,18248.0,C-2023-00096714,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,LA-50-GYR-050GYR082-T-125-2023,,Adquisiciones,25-12-2023,2023-07-03
2023,504000.0,C-2023-00142138,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,,LA-50-GYR-050GYR032-T-97-2023,,Adquisiciones,25-12-2023,2023-11-13
2023,124435.0,C-2023-00142192,INSTRUMENTOS Y PRODUCTOS BIOMEDICOS DE MEXICO,IMSS,Servicios,IA-50-GYR-050GYR046-N-153-2023,,Servicios,25-12-2023,2023-11-08
2023,40000.0,C-2023-00012695,INSTRUMENTOS Y PRODUCTOS BIOMEDICOS DE MEXICO,IMSS,Servicios,LA-50-GYR-050GYR039-N-10-2023,,Servicios,25-12-2023,2023-03-09
2023,4858000.0,C-2023-00129633,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Cuidado materno infantil,LA-50-GYR-050GYR028-T-157-2023,,Adquisiciones,25-12-2023,2023-10-09
2023,25600.0,C-2023-00066823,INSTRUMENTOS Y PRODUCTOS BIOMEDICOS DE MEXICO,IMSS,Consumibles,LA-50-GYR-050GYR091-T-20-2023,,Adquisiciones,25-12-2023,2023-04-14
2023,367500.0,C-2023-00112298,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR067-T-146-2023,,Adquisiciones,25-12-2023,2023-09-22
2023,5201660.0,C-2023-00020109,INSTRUMENTOS Y PRODUCTOS BIOMEDICOS DE MEXICO,IMSS,Servicios,IA-50-GYR-050GYR001-N-29-2023,,Servicios,25-12-2023,2023-03-18
2023,3610000.0,C-2023-00127255,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Instrumental medico,IA-50-GYR-050GYR036-T-87-2023,,Adquisiciones,25-12-2023,2023-10-13
2023,31912.5,C-2023-00099629,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR051-T-147-2023,,Adquisiciones,25-12-2023,2023-08-30
2023,169788.0,C-2023-00088501,PROMEDICA GARCIA SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR020-T-164-2023,,Adquisiciones,25-12-2023,2023-08-09
2023,220000.0,C-2023-00101254,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,INSABI,Terapia,LA-12-M7B-012M7B997-I-98-2023,,Adquisiciones,25-12-2023,2023-08-31
2023,234000.0,C-2023-00090229,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Instrumental medico,IA-50-GYR-050GYR004-T-189-2023,,Adquisiciones,25-12-2023,2023-08-14
2023,161370.0,C-2023-00103613,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,645480.0,C-2023-00103590,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,203400.0,C-2023-00052354,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR067-I-81-2023,,Adquisiciones,25-12-2023,2023-06-07
2023,2581800.0,C-2023-00152115,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,LA-50-GYR-050GYR075-T-118-2023,,Adquisiciones,25-12-2023,2023-10-12
2023,10200.0,C-2023-00158879,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,IA-50-GYR-050GYR004-T-368-2023,,Adquisiciones,25-12-2023,2023-11-30
2023,65000.0,C-2023-00073100,CHRIS FERNANDA VELASCO MARRON,ECOSUR,Servicios,AA-38-91E-03891E997-N-20-2023,,Servicios,25-12-2023,2023-08-07
2023,97000.0,C-2023-00072066,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,SEDENA,Servicios,LA-07-110-007000999-N-359-2023,,Servicios,25-12-2023,2023-07-05
2023,645480.0,C-2023-00103601,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,719950.0,C-2023-00131551,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR004-I-332-2023,,Adquisiciones,25-12-2023,2023-10-13
2023,563216.9,C-2023-00020851,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,IA-50-GYR-050GYR036-T-13-2023,,Adquisiciones,25-12-2023,2023-03-31
2023,484110.0,C-2023-00103602,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,485000.0,C-2023-00135220,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,,IA-50-GYR-050GYR008-T-244-2023,,Adquisiciones,25-12-2023,2023-10-27
2023,573510.0,C-2023-00090626,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,LA-50-GYR-050GYR075-T-57-2023,,Adquisiciones,25-12-2023,2023-06-16
2023,3716100.0,C-2023-00061692,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,IA-50-GYR-050GYR026-N-156-2023,,Adquisiciones,25-12-2023,2023-06-22
2023,507000.0,C-2023-00077306,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR051-T-118-2023,,Adquisiciones,25-12-2023,2023-07-20
2023,968220.0,C-2023-00103608,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,1768704.4,C-2023-00099987,EDVAG CONCEPTOS COMERCIALES SA DE CV,INSABI,Lamparas,LA-12-M7B-012M7B997-I-93-2023,,Adquisiciones,25-12-2023,2023-08-29
2023,1009764.8,C-2023-00131335,EDVAG CONCEPTOS COMERCIALES SA DE CV,IMSS,,LA-50-GYR-050GYR023-T-193-2023,,Adquisiciones,25-12-2023,2023-10-19
2023,4000000.0,C-2023-00123338,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Cuidado materno infantil,IA-50-GYR-050GYR026-T-274-2023,,Adquisiciones,25-12-2023,2023-09-29
2023,115200.0,C-2023-00047858,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Instrumental quirurgico,AA-50-GYR-050GYR034-T-58-2023,,Adquisiciones,25-12-2023,2023-05-29
2023,3144100.0,C-2023-00143370,EDVAG CONCEPTOS COMERCIALES SA DE CV,CAPUFE,Mobiliario,LA-09-J0U-009J0U001-N-107-2023,,Adquisiciones,25-12-2023,2023-11-10
2023,113367.6,C-2023-00148507,EDVAG CONCEPTOS COMERCIALES SA DE CV,IMSS,Mobiliario,IA-50-GYR-050GYR008-N-255-2023,,Adquisiciones,25-12-2023,2023-11-10
2023,414000.0,C-2023-00036239,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR037-T-66-2023,,Adquisiciones,25-12-2023,2023-05-05
2023,784650.0,C-2023-00160743,EDVAG CONCEPTOS COMERCIALES SA DE CV,IMSS,Mobiliario,AA-50-GYR-050GYR014-T-618-2023,,Adquisiciones,25-12-2023,2023-12-07
2023,485900.0,C-2023-00120522,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR007-I-566-2023,,Adquisiciones,25-12-2023,2023-10-06
2023,558200.0,C-2023-00084878,EDVAG CONCEPTOS COMERCIALES SA DE CV,INSABI,Mobiliario,AA-12-M7B-012M7B997-I-20-2023,,Adquisiciones,25-12-2023,2023-02-01
2023,249000.0,C-2023-00145515,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,INNN,Servicios,LA-12-NCK-012NCK002-N-75-2023,,Servicios,25-12-2023,2023-11-16
2023,1521346.4,C-2023-00148473,EDVAG CONCEPTOS COMERCIALES SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR030-N-410-2023,,Servicios,25-12-2023,2023-11-16
2023,129600.0,C-2023-00150964,SAMANTHA GABRIELA MERLOS DE LA ROSA,IMSS,Consumibles,AA-50-GYR-050GYR998-T-582-2023,,Adquisiciones,25-12-2023,2023-11-21
2023,322740.0,C-2023-00103604,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,1545227.59,C-2023-00038365,SERVICIOS BIOMEDICOS BAZAFI SA DE CV,HGM,Servicios,AA-12-NBD-012NBD001-N-181-2023,,Servicios,25-12-2023,2023-05-08
2023,2029084.0,C-2023-00076100,EDVAG CONCEPTOS COMERCIALES SA DE CV,INSABI,Mobiliario,LA-12-M7B-012M7B997-I-59-2023,,Adquisiciones,25-12-2023,2023-05-29
2023,3902000.0,C-2023-00140520,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Instrumental medico,LA-50-GYR-050GYR088-T-123-2023,,Adquisiciones,25-12-2023,2023-09-21
2023,195525.0,C-2023-00046996,EDVAG CONCEPTOS COMERCIALES SA DE CV,IMSS,Instrumental medico,AA-50-GYR-050GYR017-T-114-2023,,Adquisiciones,25-12-2023,2023-05-20
2023,760240.0,C-2023-00076388,SERVICIOS BIOMEDICOS BAZAFI SA DE CV,INPER,Servicios,AA-12-NDE-012NDE001-N-182-2023,,Adquisiciones,25-12-2023,2023-07-01
2023,847900.0,C-2023-00136221,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,IA-50-GYR-050GYR032-T-93-2023,,Adquisiciones,25-12-2023,2023-10-04
2023,65520.0,C-2023-00129130,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Accesorios,IA-50-GYR-050GYR069-T-170-2023,,Adquisiciones,25-12-2023,2023-10-16
2023,225000.0,C-2023-00073528,PROMEDICA GARCIA SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR058-I-280-2023,,Adquisiciones,25-12-2023,2023-05-25
2023,26000.0,C-2023-00132761,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR049-N-273-2023,,Servicios,25-12-2023,2023-10-16
2023,216700.0,C-2023-00103258,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,INER,Otros,AA-12-NCD-012NCD001-N-264-2023,,Adquisiciones,25-12-2023,2023-09-21
2023,72782.0,C-2023-00011785,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR050-N-24-2023,,Adquisiciones,25-12-2023,2023-03-08
2023,348200.0,C-2023-00059819,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR032-T-41-2023,,Adquisiciones,25-12-2023,2023-05-27
2023,392560.0,C-2023-00134520,SERVICIOS BIOMEDICOS ESH SA DE CV,INER,Servicios,AA-12-NCD-012NCD002-N-109-2023,,Servicios,25-12-2023,2023-10-16
2023,121800.0,C-2023-00121018,SERVICIOS BIOMEDICOS ESH SA DE CV,INER,Servicios,AA-12-NCD-012NCD002-N-90-2023,,Servicios,25-12-2023,2023-08-25
2023,387931.03,C-2023-00099700,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR049-N-236-2023,,Servicios,25-12-2023,2023-09-01
2023,784340.0,C-2023-00137601,SERVICIOS BIOMEDICOS ESH SA DE CV,INER,Servicios,LA-12-NCD-012NCD002-N-77-2023,,Servicios,25-12-2023,2023-10-18
2023,303645.32,C-2023-00054179,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR998-T-226-2023,,Adquisiciones,25-12-2023,2023-06-08
2023,237000.0,C-2023-00129711,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR058-I-441-2023,,Adquisiciones,25-12-2023,2023-08-11
2023,234000.0,C-2023-00127482,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Instrumental medico,AA-50-GYR-050GYR025-T-180-2023,,Adquisiciones,25-12-2023,2023-10-14
2023,408800.0,C-2023-00124366,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR022-T-339-2023,,Adquisiciones,25-12-2023,2023-10-06
2023,22500.0,C-2023-00158878,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,IA-50-GYR-050GYR004-T-368-2023,,Adquisiciones,25-12-2023,2023-11-30
2023,54153.8,C-2023-00041599,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Anestesia,IA-50-GYR-050GYR069-T-44-2023,,Adquisiciones,25-12-2023,2023-05-19
2023,205591.6,C-2023-00146608,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,IA-50-GYR-050GYR036-T-109-2023,,Adquisiciones,25-12-2023,2023-11-14
2023,68000.0,C-2023-00133092,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR058-I-522-2023,,Adquisiciones,25-12-2023,2023-10-02
2023,645480.0,C-2023-00103606,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,169500.0,C-2023-00073231,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR024-I-176-2023,,Adquisiciones,25-12-2023,2023-07-14
2023,110573.1,C-2023-00157696,PROMEDICA GARCIA SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR020-I-287-2023,,Adquisiciones,25-12-2023,2023-11-30
2023,94059.09,C-2023-00093005,BIOMEDICA DE MEXICO SA DE CV,IMSS,Otros,AA-50-GYR-050GYR030-N-273-2023,,Adquisiciones,25-12-2023,2023-08-17
2023,322740.0,C-2023-00103599,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,7259140.64,C-2023-00045012,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,LA-50-GYR-050GYR008-T-53-2023,,Adquisiciones,25-12-2023,2023-05-25
2023,6425216.0,C-2023-00100441,INFRAESTRUCTURA Y PLANEACION MEDICA SA DE CV,INSABI,Camas,LA-12-M7B-012M7B997-I-93-2023,,Adquisiciones,25-12-2023,2023-08-29
